ValueDate,TheValue
2014-10-30,17.5388
2014-10-29,17.4753
2014-10-28,17.6211
2014-10-27,17.6250
2014-10-24,17.6078
2014-10-23,17.5039
2014-10-22,17.7044
2014-10-21,17.7559
2014-10-20,17.8344
2014-10-17,17.8108
2014-10-16,17.8535
2014-10-15,17.6394
2014-10-14,17.7313
2014-10-13,17.7674
2014-10-10,17.8507
2014-10-09,17.8645
2014-10-08,18.0001
2014-10-07,18.0309
2014-10-06,18.0031
2014-10-03,18.0453
2014-10-02,18.1100
2014-10-01,18.3504
2014-09-30,18.2889
2014-09-29,18.3243
2014-09-26,18.2393
2014-09-25,18.2096
2014-09-23,18.1637
2014-09-22,18.1982
2014-09-19,18.1755
2014-09-18,17.9020
2014-09-17,17.8414
2014-09-16,17.6932
2014-09-15,17.9946
2014-09-12,17.8591
2014-09-11,17.5897
2014-09-10,17.6973
2014-09-09,17.5258
2014-09-08,17.3987
2014-09-05,17.5274
2014-09-04,17.5780
2014-09-03,17.6235
2014-09-02,17.7269
2014-09-01,17.7415
2014-08-29,17.5996
2014-08-28,17.6767
2014-08-27,17.6265
2014-08-26,17.7136
2014-08-25,17.7241
2014-08-22,17.7345
2014-08-21,17.7453
2014-08-20,17.7798
2014-08-19,17.6970
2014-08-18,17.7186
2014-08-15,17.6085
2014-08-14,17.6528
2014-08-13,17.8589
2014-08-12,17.8816
2014-08-11,17.9656
2014-08-08,18.1351
2014-08-07,18.0713
2014-08-06,18.1394
2014-08-05,17.9432
2014-08-04,17.9426
2014-08-01,18.0791
2014-07-31,18.0714
2014-07-30,17.9471
2014-07-29,18.0246
2014-07-28,17.8803
2014-07-25,17.9070
2014-07-24,17.9027
2014-07-23,17.9684
2014-07-22,18.1312
2014-07-21,18.1589
2014-07-18,18.3029
2014-07-17,18.2600
2014-07-16,18.3104
2014-07-15,18.3471
2014-07-14,18.3847
2014-07-11,18.3724
2014-07-10,18.3352
2014-07-09,18.2709
2014-07-08,18.3391
2014-07-07,18.5578
2014-07-04,18.4390
2014-07-03,18.4903
2014-07-02,18.3595
2014-07-01,18.1592
2014-06-30,18.0685
2014-06-27,18.0857
2014-06-26,18.0286
2014-06-25,17.9988
2014-06-24,17.9779
2014-06-23,18.1348
2014-06-20,18.2691
2014-06-19,18.0572
2014-06-18,18.3474
2014-06-17,18.2392
2014-06-13,18.2309
2014-06-12,18.0781
2014-06-11,18.0752
2014-06-10,17.9895
2014-06-09,17.7778
2014-06-06,17.9052
2014-06-05,18.0042
2014-06-04,18.0573
2014-06-03,17.8789
2014-06-02,17.7194
2014-05-30,17.4819
2014-05-29,17.4256
2014-05-28,17.5890
2014-05-27,17.5403
2014-05-26,17.4178
2014-05-23,17.4368
2014-05-22,17.5336
2014-05-21,17.6662
2014-05-20,17.5998
2014-05-19,17.3963
2014-05-16,17.4741
2014-05-15,17.2966
2014-05-14,17.3110
2014-05-13,17.4092
2014-05-12,17.4714
2014-05-09,17.4999
2014-05-08,17.5915
2014-05-06,17.8373
2014-05-05,17.6782
2014-05-02,17.7553
2014-04-30,17.7382
2014-04-29,17.7907
2014-04-25,17.8677
2014-04-24,17.7814
2014-04-23,17.8139
2014-04-22,17.7188
2014-04-17,17.7242
2014-04-16,17.7277
2014-04-15,17.5895
2014-04-14,17.6706
2014-04-11,17.5312
2014-04-10,17.4456
2014-04-09,17.4745
2014-04-08,17.4016
2014-04-07,17.5032
2014-04-04,17.6665
2014-04-03,17.7034
2014-04-02,17.6474
2014-04-01,17.6167
2014-03-31,17.6222
2014-03-28,17.6434
2014-03-27,17.7586
2014-03-26,17.7677
2014-03-25,17.8473
2014-03-24,17.9041
2014-03-20,18.0022
2014-03-19,17.7696
2014-03-18,17.8786
2014-03-17,17.7975
2014-03-14,17.9041
2014-03-13,17.9465
2014-03-12,18.1163
2014-03-11,17.8490
2014-03-10,17.9275
2014-03-07,17.7622
2014-03-06,17.8422
2014-03-05,17.9373
2014-03-04,18.0985
2014-03-03,18.0208
2014-02-28,17.9287
2014-02-27,17.9941
2014-02-26,17.9207
2014-02-25,18.0566
2014-02-24,18.2122
2014-02-21,18.3874
2014-02-20,18.4595
2014-02-19,18.2778
2014-02-18,18.1577
2014-02-17,18.2070
2014-02-14,18.3545
2014-02-13,18.3759
2014-02-12,18.0152
2014-02-11,18.2610
2014-02-10,18.2777
2014-02-07,18.0415
2014-02-06,18.1517
2014-02-05,18.1486
2014-02-04,18.2045
2014-02-03,18.2844
2014-01-31,18.4011
2014-01-30,18.7571
2014-01-29,18.2179
2014-01-28,18.3683
2014-01-27,18.4907
2014-01-24,18.3396
2014-01-23,18.1307
2014-01-22,17.7875
2014-01-21,17.8028
2014-01-20,17.8891
2014-01-17,17.7239
2014-01-16,17.8670
2014-01-15,17.8106
2014-01-14,17.8445
2014-01-13,17.6019
2014-01-10,17.7274
2014-01-09,17.7857
2014-01-08,17.5107
2014-01-07,17.4793
2014-01-06,17.4886
2014-01-03,17.4666
2014-01-02,17.5523
2013-12-31,17.2954
2013-12-30,17.2570
2013-12-27,17.0747
2013-12-24,16.9024
2013-12-23,16.9355
2013-12-20,17.0657
2013-12-19,16.9247
2013-12-18,16.8293
2013-12-17,16.8041
2013-12-13,16.9984
2013-12-12,17.0424
2013-12-11,16.9781
2013-12-10,17.0180
2013-12-09,16.8970
2013-12-06,17.1160
2013-12-05,17.1821
2013-12-04,16.9899
2013-12-03,16.8681
2013-12-02,16.6835
2013-11-29,16.6411
2013-11-28,16.7073
2013-11-27,16.4670
2013-11-26,16.3432
2013-11-25,16.3203
2013-11-22,16.4087
2013-11-21,16.3645
2013-11-20,16.4071
2013-11-19,16.2742
2013-11-18,16.3777
2013-11-15,16.4258
2013-11-14,16.5204
2013-11-13,16.4673
2013-11-12,16.6067
2013-11-11,16.5313
2013-11-08,16.5318
2013-11-07,16.5190
2013-11-06,16.4329
2013-11-05,16.2287
2013-11-04,16.1966
2013-11-01,16.0989
2013-10-31,15.9684
2013-10-30,15.8571
2013-10-29,15.8606
2013-10-28,15.8569
2013-10-25,15.9239
2013-10-24,15.8232
2013-10-23,15.8451
2013-10-22,15.8856
2013-10-21,15.9006
2013-10-18,15.9255
2013-10-17,15.8527
2013-10-16,15.9619
2013-10-15,15.8415
2013-10-14,15.8480
2013-10-11,15.8131
2013-10-10,15.8930
2013-10-09,15.9931
2013-10-08,16.0303
2013-10-07,16.1286
2013-10-04,16.1250
2013-10-03,16.3223
2013-10-02,16.4115
2013-10-01,16.2022
2013-09-30,16.3139
2013-09-27,16.2426
2013-09-26,16.0182
2013-09-25,15.7635
2013-09-23,15.8307
2013-09-20,15.6267
2013-09-19,15.4831
2013-09-18,15.6814
2013-09-17,15.6431
2013-09-16,15.5582
2013-09-13,15.7556
2013-09-12,15.6871
2013-09-11,15.6995
2013-09-10,15.7264
2013-09-09,15.6306
2013-09-06,15.8685
2013-09-05,16.0660
2013-09-04,15.9758
2013-09-03,16.0216
2013-09-02,15.9094
2013-08-30,16.0174
2013-08-29,16.0131
2013-08-28,16.1230
2013-08-27,16.1925
2013-08-26,15.9484
2013-08-23,15.9284
2013-08-22,16.0734
2013-08-21,16.0196
2013-08-20,15.9535
2013-08-19,15.8266
2013-08-16,15.6065
2013-08-15,15.4174
2013-08-14,15.4756
2013-08-13,15.3312
2013-08-12,15.2545
2013-08-08,15.3325
2013-08-07,15.2061
2013-08-06,15.1397
2013-08-05,15.0625
2013-08-02,15.2003
2013-08-01,15.0316
2013-07-31,14.9940
2013-07-30,15.0487
2013-07-29,15.1126
2013-07-26,14.9335
2013-07-25,15.0083
2013-07-24,14.8923
2013-07-23,15.0873
2013-07-22,14.9995
2013-07-19,15.1055
2013-07-18,14.9340
2013-07-17,14.9986
2013-07-16,14.9557
2013-07-15,14.9438
2013-07-12,15.1955
2013-07-11,14.9979
2013-07-10,14.9107
2013-07-09,15.0009
2013-07-08,15.2778
2013-07-05,15.0446
2013-07-04,15.3351
2013-07-03,15.2977
2013-07-02,15.0677
2013-07-01,15.0558
2013-06-28,15.1830
2013-06-27,15.3967
2013-06-26,15.4709
2013-06-25,15.4016
2013-06-24,15.7048
2013-06-21,15.8552
2013-06-20,15.8654
2013-06-19,15.5353
2013-06-18,15.7331
2013-06-14,15.4604
2013-06-13,15.7134
2013-06-12,15.6290
2013-06-11,15.9517
2013-06-10,15.7490
2013-06-07,15.4726
2013-06-06,15.4455
2013-06-05,15.1455
2013-06-04,14.9404
2013-06-03,15.3445
2013-05-31,15.5012
2013-05-30,14.8570
2013-05-29,14.8113
2013-05-28,14.6186
2013-05-27,14.5493
2013-05-24,14.4126
2013-05-23,14.5635
2013-05-22,14.3670
2013-05-21,14.4344
2013-05-20,14.2912
2013-05-17,14.3386
2013-05-16,14.1554
2013-05-15,14.1033
2013-05-14,14.0688
2013-05-13,13.9721
2013-05-10,13.9673
2013-05-09,14.0040
2013-05-08,14.0145
2013-05-07,14.0400
2013-05-06,13.9454
2013-05-03,13.9174
2013-05-02,14.0885
2013-04-30,13.9005
2013-04-29,14.0869
2013-04-26,14.1261
2013-04-25,13.9816
2013-04-24,14.0653
2013-04-23,14.1370
2013-04-22,14.1692
2013-04-19,14.0545
2013-04-18,13.9761
2013-04-17,14.0064
2013-04-16,14.0841
2013-04-15,13.8136
2013-04-12,13.7275
2013-04-11,13.6387
2013-04-10,13.6582
2013-04-09,13.7278
2013-04-08,13.8715
2013-04-05,13.9357
2013-04-04,13.9767
2013-04-03,13.9472
2013-04-02,13.9885
2013-03-28,14.0326
2013-03-27,14.0856
2013-03-26,14.0581
2013-03-25,14.0687
2013-03-22,14.1656
2013-03-20,13.9083
2013-03-19,13.8867
2013-03-18,13.9240
2013-03-15,13.8964
2013-03-14,13.8215
2013-03-13,13.6697
2013-03-12,13.7092
2013-03-11,13.6031
2013-03-08,13.7013
2013-03-07,13.6399
2013-03-06,13.6480
2013-03-05,13.7272
2013-03-04,13.6642
2013-03-01,13.7038
2013-02-28,13.4237
2013-02-27,13.3566
2013-02-26,13.3813
2013-02-25,13.4322
2013-02-22,13.5465
2013-02-21,13.5060
2013-02-20,13.6478
2013-02-19,13.8184
2013-02-18,13.6514
2013-02-15,13.6860
2013-02-14,13.7510
2013-02-13,13.9421
2013-02-12,14.0319
2013-02-11,13.9953
2013-02-08,14.0690
2013-02-07,13.9376
2013-02-06,13.8457
2013-02-05,14.0504
2013-02-04,13.9638
