Date,company_symbol,current_price,momentum,moving_average,moving_volatility,trading_range,target_return,exp_market_change,reporate,tbillrate,platinum,oil,gold,Revenue,Cost of sales,Gross profit,Operating profit,Net profit,Headline earnings,Shares in issue,Non-current assets,Current assets,Non-current liabilities,Current liabilities,Cash from operations,Cash from investing,Cash from financing,Change in cash,Full year,Half year,roe,cr,doe,npm
2013-07-31,CCO,5410.0,0.21737173717371736,5029.4,232.56500458136642,100.33333333333331,0.049907578558225474,0.2421675813852289,5.0,5.1288888888888895,1401.0555555555554,104.65,1275.5833333333333,822.00715,-215.68261,606.3245400000001,3206.58202,3202.05721,3194.51586,766600000.0,29183.51623,4630.3889,4425.26418,3283.5037899999998,78.43004,-764.69289,-93.51274000000001,-92.00447,0,1,0.12266004159926046,1.4101975195222785,0.2952969724982667,3.895412844036697
2014-02-26,CCO,6780.0,0.2273714699493121,6193.011166666666,547.5667460501757,196.53333333333333,-0.12743362831858407,-0.15626767350048662,5.5,5.547999999999999,1411.8,100.527,1294.85,2121.77988,-519.7289099999999,1602.05097,6284.96919,6043.85784,6025.99774,767000000.0,37541.9302,3223.74805,6879.7105200000005,1521.68052,151.81085,-2684.37303,-780.48637,-2491.48395,1,0,0.1867446608906793,2.1185446009389675,0.2595883229402351,2.848484848484848
2015-02-27,CCO,7300.0,0.12307692307692307,6679.7,203.6981232700392,142.96666666666667,0.0652054794520549,-0.3491310825258905,5.75,5.888333333333334,1201.0,50.77833333333333,1232.4166666666667,2000.4443199999998,-548.04216,1452.4021599999999,8576.95024,8113.91792,8113.91792,815500000.0,52769.405999999995,2888.52584,8128.38768,2197.5948,271.308,-4655.64528,5319.44552,936.91696,1,0,0.17898894785141445,1.31440329218107,0.22778597933208314,4.056057866184449
2015-07-30,CCO,9037.0,0.2533980582524272,8155.283333333334,417.3309905215826,137.76666666666668,0.01958614584486007,0.6297166825915897,5.809523809523809,6.030000000000002,1014.7142857142856,51.11142857142857,1132.2880952380956,1028.222,-233.3273,794.8947,5548.4441,5321.04885,5218.22665,845800000.0,73569.2841,2159.2662,9568.39665,2788.0635,-35.5923,-2295.70335,1443.4655,-887.83015,0,1,0.08396517832069643,0.774468085106383,0.194982682767013,5.175
2016-02-25,CCO,6950.0,-0.2702645947081058,9011.4,902.4086450781972,262.6,0.14446043165467626,0.696233091941293,6.75,6.928947368421055,922.8947368421052,30.55210526315789,1192.113157894737,2576.8508100000004,-547.21636,2029.63445,10585.4968,10253.57868,9668.23659,846300000.0,90550.85144,2572.3654300000003,14135.67507,2673.28648,-51.58187,-5748.01447,5173.885829999999,-625.71051,1,0,0.1343599388738686,0.962248322147651,0.22025978605854005,3.9791122715404694
2016-07-27,CCO,5408.0,-0.2627130197682345,6748.45,1024.4355771325563,223.4833333333333,-0.08912721893491128,-0.2341502794276604,7.0,7.356842105263159,1089.3157894736842,44.967894736842105,1337.092105263158,1087.5189599999999,-217.87623,869.64273,-3027.92094,-3210.4155600000004,-2029.7871,844600000.0,73379.59695,1608.93216,13081.88475,1733.69889,-111.7314,-1437.61068,1180.62846,-368.71362,0,1,-0.053353139603255655,0.9280343716433943,0.24621669297186888,-2.9520547945205484
2017-02-22,CCO,5055.0,0.08616244091104426,4813.216666666666,184.01198299841502,147.41666666666666,0.05835806132542042,-0.2725644122801278,7.0,7.273333333333333,1008.5,53.43166666666667,1232.2527777777775,2058.56742,-355.4826,1703.08482,-3438.4862399999997,-3882.83949,-1916.37438,845900000.0,65231.0571,1318.51728,13658.610990000001,1617.4458300000001,-476.66985,-3377.0847,3272.05575,-581.6988,1,0,-0.07572797176351946,0.8151848151848151,0.2979326862473213,-1.8861852433281006
2002-11-26,NPNJ,2305.0,0.2805555555555556,2042.333333333333,155.38412399180558,55.33333333333334,0.019956616052060783,-0.30106322467834856,13.5,12.154736842105258,590.4736842105264,26.213157894736838,319.41052631578935,5445.0,-4990.0,455.0,-246.0,-450.0,-142.0,161895000.0,5583.0,6060.0,4895.0,5279.0,93.0,-496.0,-348.0,-751.0,0,1,-0.3063308373042886,1.147944686493654,6.925799863852961,-0.08264462809917356
2003-11-26,NPNJ,3640.0,0.3188405797101449,3168.516666666667,247.9230670493319,73.65,0.15384615384615374,0.04587123202606528,8.5,7.757777777777778,762.8333333333335,31.05611111111112,389.425,5593.0,-4715.0,878.0,425.0,18.0,148.0,260116000.0,6174.0,4850.0,3022.0,4888.0,305.0,-453.0,-244.0,-392.0,0,1,0.005780346820809248,0.9922258592471358,2.540141297366731,0.003218308600035759
2004-11-30,NPNJ,6690.0,0.3247524752475248,5498.283333333334,398.94543578599917,131.36666666666667,0.18236173393124067,0.4977773565184154,7.5,7.256999999999998,856.3,48.4755,437.8025,6707.0,-5828.0,1529.0,1226.0,1482.0,1064.0,294485000.0,6778.0,6903.0,3073.0,5437.0,431.0,-52.0,68.0,447.0,0,1,0.28659833687874686,1.2696339893323525,1.6457164958421968,0.22096317280453256
2005-11-30,NPNJ,10402.0,-0.0016316345138688933,10092.166666666666,402.0116014291806,313.55,0.21130551816958287,0.03191569996807241,7.0,6.880999999999999,963.85,58.3425,474.91249999999985,7661.0,-4316.0,3345.0,1476.0,1128.0,1066.0,303265000.0,7140.0,7748.0,3137.0,5857.0,1295.0,-624.0,-183.0,488.0,0,1,0.19138106549032916,1.322861533208127,1.525958601968103,0.147239263803681
2007-11-08,NPNJ,19900.0,0.2634920634920635,18448.63333333333,1343.6999004982495,728.3333333333335,-0.2763819095477387,-0.4331505568565359,10.5,10.207619047619053,1451.2857142857142,94.63142857142857,808.5999999999998,10497.0,-5409.0,5088.0,2265.0,1944.0,1454.0,354111000.0,16041.0,16620.0,2543.0,7933.0,1949.0,-1010.0,-922.0,17.0,0,1,0.08762677484787018,2.095046010336569,0.472210953346856,0.18519577022006287
2008-06-26,NPNJ,16100.0,0.1258741258741259,16844.416666666668,1134.5072295736913,632.4666666666667,0.01863354037267073,-0.4301747814353041,11.775,11.426999999999996,2042.2,133.83650000000003,890.4125,20518.0,-10778.0,9740.0,3878.0,3896.0,3418.0,362106000.0,41822.0,12940.0,13053.0,8935.0,4411.0,-18331.0,8856.0,-5064.0,1,0,0.11887471776408129,1.4482372691662004,0.6708976627814731,0.18988205478116776
2008-11-27,NPNJ,15425.0,-0.22875,15841.75,1542.1641037455993,1071.05,0.029497568881685643,0.19804532607767494,12.0,10.845263157894735,844.7894736842105,57.44105263157896,754.921052631579,12652.0,-6703.0,5949.0,1898.0,3884.0,3560.0,375517000.0,40194.0,12601.0,7904.0,9057.0,1449.0,3313.0,-6259.0,-1497.0,0,1,0.10838868114081598,1.3912995473114718,0.47332142657811016,0.3069870376225103
2009-07-01,NPNJ,20614.0,0.288375,18809.6,1284.0958726550434,778.5666666666667,0.20403609197632666,-0.3736623773267222,7.5,7.387727272727273,1164.6818181818182,64.29318181818182,934.3522727272727,26690.0,-13531.0,13159.0,3783.0,3339.0,5761.0,374108000.0,40873.0,13001.0,8991.0,10088.0,3913.0,1217.0,-6839.0,-1709.0,1,0,0.09596206351487283,1.2887589214908803,0.5483259088949561,0.12510303484451105
2009-11-27,NPNJ,27995.0,0.1616182572614108,26834.7,1556.6783552473014,822.3333333333335,0.024825861761028856,-0.15766408772925058,7.0,7.011,1402.05,78.145,1123.275,13455.0,-6893.0,6562.0,1926.0,1883.0,1579.0,380852000.0,41198.0,12684.0,10364.0,9780.0,2254.0,-3012.0,992.0,234.0,0,1,0.055812437014642245,1.2969325153374234,0.5970715513664118,0.13994797473058343
2010-06-30,NPNJ,25990.0,-0.1905948302709436,29219.88333333333,1639.8424799474365,872.65,0.221816083108888,0.6924121015345518,6.5,6.5423809523809515,1556.2857142857142,75.29666666666667,1232.2333333333333,27998.0,-14438.0,13560.0,4041.0,3952.0,3257.0,383820000.0,44342.0,13126.0,10892.0,10942.0,5622.0,-5156.0,235.0,701.0,1,0,0.11090531514845373,1.1995978797294826,0.6127294157265533,0.14115293949567825
2010-12-01,NPNJ,36002.0,0.1762668670565557,34893.166666666664,2178.816325880049,872.45,0.09710571634909182,-0.0962331155135966,5.5,5.584210526315791,1713.947368421053,89.04315789473681,1394.697368421053,15833.0,-8156.0,7677.0,2344.0,3826.0,3450.0,387662000.0,48989.0,15145.0,14493.0,12019.0,2503.0,-4172.0,2232.0,563.0,0,1,0.10169581627770985,1.2600881936933188,0.7046940619850087,0.24164719257247522
2011-06-28,NPNJ,37100.0,-0.030546917870861525,38142.0,1285.3941821053488,967.75,-0.03366576819407008,-0.3416951555762631,5.5,5.464761904761906,1771.952380952381,96.35238095238097,1528.540476190476,33085.0,-17794.0,15291.0,4056.0,5947.0,5260.0,389465000.0,53610.0,16245.0,14951.0,11962.0,5271.0,-5778.0,2513.0,2006.0,1,0,0.13848912486609846,1.358050493228557,0.6267290764286713,0.1797491310261448
2011-11-30,NPNJ,36435.0,-0.008517470338521823,36134.45,1423.3703309937039,1145.3166666666666,0.12529161520515994,-0.15620034470645267,5.5,5.4899999999999975,1602.6190476190475,97.16285714285713,1737.7380952380954,18482.0,-9623.0,8859.0,1953.0,2264.0,1869.0,391206000.0,59842.0,18638.0,17467.0,14488.0,1912.0,-501.0,-2886.0,-1475.0,0,1,0.04866200967221924,1.2864439536167862,0.6868350349274583,0.12249756519857158
2012-06-27,NPNJ,46080.0,0.09168443496801706,45456.96666666667,980.9229477277277,1058.6666666666667,0.09305555555555543,0.2292281255145264,5.5,5.578947368421051,1450.947368421053,82.22315789473683,1595.6315789473686,39487.0,-20863.0,18624.0,3202.0,3481.0,2894.0,388567000.0,62037.0,19241.0,17845.0,13857.0,5394.0,-2360.0,-1745.0,1289.0,1,0,0.07021542681942876,1.3885400880421448,0.6394626432144586,0.08815559551244713
2012-11-28,NPNJ,53700.0,0.1122848443422606,53107.03333333333,2542.5121299757475,1192.7833333333333,0.08990689013035391,-0.07375671981745957,5.0,4.931000000000002,1577.65,86.655,1723.5625,22597.0,-11808.0,10789.0,2492.0,4658.0,4150.0,399131000.0,68172.0,22546.0,23312.0,17287.0,4092.0,-2590.0,-1488.0,14.0,0,1,0.09293880564257068,1.3042170417076415,0.8100520760589797,0.20613355755188742
2013-06-26,NPNJ,69700.0,0.21672340054115388,65690.63333333332,6800.460724588179,1840.2333333333331,0.3344332855093257,1.2394870863789158,5.0,5.112,1445.3,95.351,1354.9,50249.0,-27852.0,22397.0,3815.0,6748.0,6047.0,394365000.0,76109.0,27427.0,29192.0,18491.0,9845.0,-6213.0,1280.0,4912.0,1,0,0.12081714500563981,1.483262127521497,0.8537231661683348,0.13429122967621246
2013-11-27,NPNJ,95300.0,0.10428736964078797,93275.45,1991.046581319127,1787.1166666666666,0.3504721930745016,0.030405046591331125,5.0,5.066923076923077,1426.7692307692307,93.75384615384615,1281.5,28755.0,-15856.0,12899.0,1621.0,3423.0,3112.0,404898000.0,90304.0,30965.0,36223.0,22558.0,2598.0,-4210.0,1552.0,-60.0,0,1,0.05477851747535527,1.3726837485592693,0.9406766099091025,0.11904016692749086
2014-06-24,NPNJ,123200.0,0.009836065573770493,114506.08333333331,7372.977900993069,2797.916666666666,0.014610389610389518,-0.17137686991063375,5.5,5.779375000000001,1458.4375,105.1725,1276.6875,62728.0,-35416.0,27312.0,2018.0,6529.0,5751.0,405469000.0,100212.0,28390.0,36549.0,23848.0,3274.0,-8036.0,2114.0,-2648.0,1,0,0.09572611978593945,1.1904562227440456,0.8855215893262958,0.10408430047187858
2014-11-26,NPNJ,147009.0,0.07779439581225531,132182.95,9617.209291513778,4203.7,0.16661564938201054,0.5002950363906965,5.75,5.819999999999999,1214.0555555555557,76.34666666666666,1174.8472222222224,34363.0,-18751.0,15612.0,2253.0,9269.0,8937.0,409078000.0,116650.0,36524.0,42052.0,31960.0,521.0,-4444.0,1729.0,-2194.0,0,1,0.11708900735201233,1.1428035043804756,0.9349435335135545,0.26973779937723713
2015-06-30,NPNJ,189500.0,0.013368983957219251,185472.0833333333,5066.807293105326,4730.933333333333,-0.09403166226912928,-0.07084881754307419,5.75,5.7410000000000005,1092.45,59.8395,1182.6174999999996,73092.0,-42759.0,30333.0,1595.0,14024.0,14023.0,405171000.0,124276.0,32767.0,46767.0,26468.0,1671.0,-6021.0,6181.0,1831.0,1,0,0.1673348606338297,1.237985491914765,0.8738425925925926,0.1918677830679144
2017-11-30,NPNJ,368771.0,0.28452699007617893,332332.13333333336,33173.59563679285,5970.1,-0.1019494483026051,-0.0990391465661724,6.75,7.4445000000000014,936.95,56.626000000000005,1282.8925000000004,42561.2395,-24986.064,17575.1755,150.6835,14739.586000000001,15040.953000000001,433191000.0,261792.0335,67944.56,64478.8395,34410.632000000005,-958.895,-9876.6185,13.6985,-10821.815,0,1,0.06384998813197248,1.9745222929936301,0.4283764538333731,0.3463147730930158
2002-11-21,TBS,5968.0,0.11426437640029873,5629.833333333332,128.88730679592422,115.95,-0.16973860589812328,-0.1372700305612763,13.5,12.154736842105258,590.4736842105264,26.213157894736838,319.41052631578935,20181.9,-18149.2,2032.7,2066.6,1232.6,1360.1,166331000.0,4109.9,6408.9,3009.3,4659.7,920.4,-332.7,-915.6,-327.9,1,0,0.43252158046178685,1.375388973539069,2.6910660397220862,0.061074527175340274
