ValueDate,TheValue
2014-12-05,0.5484
2014-12-04,0.5503
2014-12-03,0.5513
2014-12-02,0.5574
2014-12-01,0.5538
2014-11-28,0.5568
2014-11-27,0.5599
2014-11-26,0.5602
2014-11-25,0.5563
2014-11-24,0.5606
2014-11-21,0.5593
2014-11-20,0.5546
2014-11-19,0.5554
2014-11-18,0.5521
2014-11-17,0.5520
2014-11-14,0.5465
2014-11-13,0.5472
2014-11-12,0.5459
2014-11-11,0.5413
2014-11-10,0.5456
2014-11-07,0.5417
2014-11-06,0.5486
2014-11-05,0.5492
2014-11-04,0.5540
2014-11-03,0.5529
2014-10-31,0.5630
2014-10-30,0.5570
2014-10-29,0.5639
2014-10-28,0.5592
2014-10-27,0.5586
2014-10-24,0.5576
2014-10-23,0.5596
2014-10-22,0.5545
2014-10-21,0.5571
2014-10-20,0.5534
2014-10-17,0.5519
2014-10-16,0.5491
2014-10-15,0.5534
2014-10-14,0.5523
2014-10-13,0.5546
2014-10-10,0.5512
2014-10-09,0.5562
2014-10-08,0.5476
2014-10-07,0.5476
2014-10-06,0.5448
2014-10-03,0.5475
2014-10-02,0.5490
2014-10-01,0.5419
2014-09-30,0.5461
2014-09-29,0.5451
2014-09-26,0.5481
2014-09-25,0.5492
2014-09-23,0.5520
2014-09-22,0.5512
2014-09-19,0.5546
2014-09-18,0.5591
2014-09-17,0.5617
2014-09-16,0.5618
2014-09-15,0.5547
2014-09-12,0.5583
2014-09-11,0.5657
2014-09-10,0.5575
2014-09-09,0.5639
2014-09-08,0.5706
2014-09-05,0.5716
2014-09-04,0.5748
2014-09-03,0.5744
2014-09-02,0.5750
2014-09-01,0.5756
2014-08-29,0.5794
2014-08-28,0.5773
2014-08-27,0.5773
2014-08-26,0.5757
2014-08-25,0.5756
2014-08-22,0.5755
2014-08-21,0.5746
2014-08-20,0.5758
2014-08-19,0.5776
2014-08-18,0.5801
2014-08-15,0.5829
2014-08-14,0.5812
2014-08-13,0.5791
2014-08-12,0.5777
2014-08-11,0.5752
2014-08-08,0.5706
2014-08-07,0.5742
2014-08-06,0.5722
2014-08-05,0.5805
2014-08-04,0.5793
2014-08-01,0.5759
2014-07-31,0.5767
2014-07-30,0.5822
2014-07-29,0.5824
2014-07-28,0.5874
2014-07-25,0.5874
2014-07-24,0.5888
2014-07-23,0.5891
2014-07-22,0.5839
2014-07-21,0.5840
2014-07-18,0.5803
2014-07-17,0.5816
2014-07-16,0.5802
2014-07-15,0.5798
2014-07-14,0.5785
2014-07-11,0.5789
2014-07-10,0.5793
2014-07-09,0.5808
2014-07-08,0.5794
2014-07-07,0.5734
2014-07-04,0.5771
2014-07-03,0.5764
2014-07-02,0.5801
2014-07-01,0.5841
2014-06-30,0.5844
2014-06-27,0.5857
2014-06-26,0.5867
2014-06-25,0.5874
2014-06-24,0.5899
2014-06-23,0.5844
2014-06-20,0.5812
2014-06-19,0.5866
2014-06-18,0.5770
2014-06-17,0.5796
2014-06-13,0.5783
2014-06-12,0.5789
2014-06-11,0.5773
2014-06-10,0.5815
2014-06-09,0.5904
2014-06-06,0.5868
2014-06-05,0.5822
2014-06-04,0.5789
2014-06-03,0.5865
2014-06-02,0.5904
2014-05-30,0.5983
2014-05-29,0.5988
2014-05-28,0.5962
2014-05-27,0.6006
2014-05-26,0.6036
2014-05-23,0.6026
2014-05-22,0.6007
2014-05-21,0.5969
2014-05-20,0.5972
2014-05-19,0.6030
2014-05-16,0.5994
2014-05-15,0.6035
2014-05-14,0.6059
2014-05-13,0.6028
2014-05-12,0.6025
2014-05-09,0.6025
2014-05-08,0.6003
2014-05-06,0.5917
2014-05-05,0.5960
2014-05-02,0.5953
2014-04-30,0.5932
2014-04-29,0.5915
2014-04-25,0.5884
2014-04-24,0.5899
2014-04-23,0.5889
2014-04-22,0.5918
2014-04-17,0.5908
2014-04-16,0.5899
2014-04-15,0.5913
2014-04-14,0.5887
2014-04-11,0.5945
2014-04-10,0.5974
2014-04-09,0.5941
2014-04-08,0.5942
2014-04-07,0.5883
2014-04-04,0.5835
2014-04-03,0.5830
2014-04-02,0.5854
2014-04-01,0.5867
2014-03-31,0.5866
2014-03-28,0.5853
2014-03-27,0.5796
2014-03-26,0.5780
