ValueDate,TheValue
2013-12-11,10.3516
2013-12-10,10.3528
2013-12-09,10.3311
2013-12-06,10.4730
2013-12-05,10.4849
2013-12-04,10.3761
2013-12-03,10.2942
2013-12-02,10.1627
2013-11-29,10.1911
2013-11-28,10.2267
2013-11-27,10.1488
2013-11-26,10.0959
2013-11-25,10.0708
2013-11-22,10.1217
2013-11-21,10.1658
2013-11-20,10.1689
2013-11-19,10.1004
2013-11-18,10.1485
2013-11-15,10.2163
2013-11-14,10.2960
2013-11-13,10.3584
2013-11-12,10.4147
2013-11-11,10.3288
2013-11-08,10.2768
2013-11-07,10.2698
2013-11-06,10.2261
2013-11-05,10.1658
2013-11-04,10.1638
2013-11-01,10.0631
2013-10-31,9.9560
2013-10-30,9.8816
2013-10-29,9.8553
2013-10-28,9.7930
2013-10-25,9.8168
2013-10-24,9.7743
2013-10-23,9.8018
2013-10-22,9.8500
2013-10-21,9.8315
2013-10-18,9.8424
2013-10-17,9.8592
2013-10-16,9.9662
2013-10-15,9.8960
2013-10-14,9.9189
2013-10-11,9.8931
2013-10-10,9.9721
2013-10-09,10.0001
2013-10-08,9.9887
2013-10-07,10.0384
2013-10-04,10.0136
2013-10-03,10.0572
2013-10-02,10.1287
2013-10-01,9.9807
2013-09-30,10.1012
2013-09-27,10.1036
2013-09-26,9.9777
2013-09-25,9.8540
2013-09-23,9.8667
2013-09-20,9.7323
2013-09-19,9.6222
2013-09-18,9.8341
2013-09-17,9.8282
2013-09-16,9.7614
2013-09-13,9.9675
2013-09-12,9.9333
2013-09-11,9.9367
2013-09-10,10.0149
2013-09-09,9.9774
2013-09-06,10.1845
2013-09-05,10.2977
2013-09-04,10.2557
2013-09-03,10.2758
2013-09-02,10.2059
2013-08-30,10.3348
2013-08-29,10.3204
2013-08-28,10.3969
2013-08-27,10.4363
2013-08-26,10.2417
2013-08-23,10.1922
2013-08-22,10.3141
2013-08-21,10.2277
2013-08-20,10.1825
2013-08-19,10.1187
2013-08-16,9.9840
2013-08-15,9.9163
2013-08-14,9.9920
2013-08-13,9.9173
2013-08-12,9.8575
